Order_ID,Date,Client,Categorie,Produit,Quantite,Prix_Unitaire,Remise,Pays,Canal_Vente,Frais_Livraison,Satisfaction,Montant_Total
CMD04851,2024-05-28,Emma Rossi,Maison,Mixeur,3,522.24,0.1,Suisse,Web,0.06,4,1410.048
CMD04852,2024-08-02,Emma Rossi,Jouets,Peluche,4,865.13,0.15,Italie,Web,5.44,3,2941.442
CMD04853,2024-05-06,Carlos Gomez,Jouets,Puzzle,4,764.69,0.25,Suisse,App,8.25,3,2294.07
CMD04854,2024-02-17,Emma Rossi,Sport,Chaussures de sport,5,1534.1,0.2,France,Web,6.11,1,6136.400000000001
CMD04855,2024-07-07,Lucie Martin,Beauté,Parfum,3,562.65,0.3,Belgique,Web,9.85,3,1181.5649999999998
CMD04856,2024-07-14,Carlos Gomez,Sport,Raquette,4,655.3,0.25,Espagne,App,13.97,2,1965.8999999999999
CMD04857,2024-01-08,Paolo Bianchi,Beauté,Rouge à lèvres,2,375.31,0.3,Allemagne,Magasin,3.29,5,525.434
CMD04858,2024-08-27,Emma Rossi,Sport,Ballon,5,1011.87,0.25,Belgique,Web,0.65,3,3794.5125000000003
CMD04859,2024-07-08,Youssef El Amrani,Maison,Ventilateur,4,1829.38,0.3,France,Web,14.92,5,5122.264
CMD04860,2024-01-30,Lucie Martin,Sport,Vélo,2,1720.12,0.05,Maroc,Magasin,1.34,3,3268.2279999999996
CMD04861,2024-01-28,Léa Durand,Jouets,Voiture téléguidée,5,111.36,0.2,Espagne,App,10.09,3,445.44
CMD04862,2024-10-26,Carlos Gomez,Jouets,Puzzle,2,1473.14,0.1,Belgique,Magasin,8.37,5,2651.652
CMD04863,2024-08-04,Lucie Martin,Beauté,Shampoing,1,1673.53,0.3,Allemagne,Web,12.68,5,1171.471
CMD04864,2024-06-11,Lucie Martin,Jouets,Peluche,1,1332.95,0.2,Belgique,Magasin,11.82,5,1066.3600000000001
CMD04865,2024-02-19,Lucie Martin,Mode,Sac à main,4,864.69,0.1,Belgique,App,3.11,5,3112.8840000000005
CMD04866,2024-11-25,Carlos Gomez,Mode,Veste,5,1645.52,0.15,Espagne,Magasin,14.39,3,6993.46
CMD04867,2024-03-08,Lucie Martin,Électronique,Tablette,3,1996.05,0.0,Italie,Magasin,1.19,4,5988.15
CMD04868,2024-05-21,Emma Rossi,Beauté,Parfum,1,1619.17,0.2,Italie,Magasin,2.19,3,1295.3360000000002
CMD04869,2024-04-28,Nina Müller,Mode,Montre,4,1473.0,0.25,Allemagne,App,11.32,1,4419.0
CMD04870,2024-01-20,Nina Müller,Mode,Chaussures,3,1526.45,0.3,Allemagne,Web,4.5,2,3205.545
CMD04871,2024-01-29,Carlos Gomez,Mode,Jean,1,777.02,0.3,Belgique,Magasin,13.26,5,543.914
CMD04872,2024-03-08,Carlos Gomez,Maison,Lampadaire,3,1201.81,0.25,Espagne,Web,11.62,4,2704.0724999999998
CMD04873,2024-02-12,Sarah Moreau,Jouets,Voiture téléguidée,3,1959.06,0.15,France,App,4.72,2,4995.603
CMD04874,2024-04-24,Jean Dupont,Beauté,Rouge à lèvres,3,1461.35,0.25,France,App,8.8,4,3288.0374999999995
CMD04875,2024-01-31,Léa Durand,Électronique,Casque audio,3,1379.08,0.0,Espagne,App,6.08,4,4137.24
CMD04876,2024-01-21,Carlos Gomez,Jouets,Voiture téléguidée,3,1658.86,0.15,Suisse,Magasin,2.92,3,4230.093
CMD04877,2024-08-04,Ali Benali,Électronique,TV 4K,1,1172.86,0.25,Suisse,Magasin,4.95,2,879.645
CMD04878,2024-05-22,Youssef El Amrani,Électronique,Casque audio,2,377.1,0.05,Maroc,Web,14.21,5,716.49
CMD04879,2024-07-29,Ali Benali,Beauté,Rouge à lèvres,2,1160.86,0.0,Italie,App,3.2,3,2321.72
CMD04880,2024-08-18,Paolo Bianchi,Sport,Raquette,1,1291.75,0.1,Espagne,Magasin,8.51,3,1162.575
CMD04881,2024-04-03,Paolo Bianchi,Électronique,Smartphone,1,1215.19,0.0,Italie,App,1.36,3,1215.19
CMD04882,2024-03-31,Lucie Martin,Sport,Ballon,5,1400.47,0.15,Belgique,App,11.89,4,5951.9975
CMD04883,2024-07-04,Ali Benali,Beauté,Shampoing,4,1141.61,0.3,France,Magasin,10.89,2,3196.5079999999994
CMD04884,2024-07-07,Youssef El Amrani,Électronique,TV 4K,1,1239.73,0.3,Allemagne,Magasin,4.13,3,867.8109999999999
CMD04885,2024-12-10,Sarah Moreau,Sport,Tapis de course,4,525.63,0.2,Allemagne,App,5.13,4,1682.016
CMD04886,2024-07-12,Paolo Bianchi,Jouets,Puzzle,5,758.21,0.05,Suisse,Web,8.35,2,3601.4975
CMD04887,2024-12-11,Paolo Bianchi,Mode,Veste,3,426.81,0.1,Maroc,Magasin,4.3,4,1152.3870000000002
CMD04888,2024-06-17,Sarah Moreau,Maison,Ventilateur,5,1862.21,0.2,Allemagne,Magasin,10.37,3,7448.84
CMD04889,2024-08-03,Lucie Martin,Électronique,Casque audio,4,132.13,0.3,Maroc,Web,4.86,3,369.96399999999994
CMD04890,2024-06-23,Emma Rossi,Maison,Aspirateur,3,354.16,0.25,Maroc,Magasin,14.57,3,796.86
CMD04891,2024-04-17,Paolo Bianchi,Beauté,Sérum,4,683.64,0.25,Suisse,App,2.88,1,2050.92
CMD04892,2024-06-21,Youssef El Amrani,Mode,Chaussures,1,1002.78,0.25,Espagne,Magasin,10.99,1,752.085
CMD04893,2024-07-12,Youssef El Amrani,Jouets,Jeu de société,1,1665.89,0.3,Espagne,App,7.8,5,1166.123
CMD04894,2024-04-12,Emma Rossi,Mode,Veste,3,1526.31,0.2,Suisse,App,12.26,2,3663.1440000000002
CMD04895,2024-02-06,Youssef El Amrani,Maison,Aspirateur,5,100.89,0.3,Maroc,App,1.17,2,353.11499999999995
CMD04896,2024-03-21,Léa Durand,Beauté,Shampoing,5,825.03,0.25,France,Magasin,4.89,4,3093.8624999999997
CMD04897,2024-05-10,Jean Dupont,Sport,Tapis de course,1,98.31,0.25,Suisse,Web,0.59,5,73.7325
CMD04898,2024-01-28,Carlos Gomez,Électronique,Casque audio,3,1109.22,0.3,Maroc,Magasin,2.34,5,2329.3619999999996
CMD04899,2024-02-23,Nina Müller,Mode,Jean,1,1505.46,0.3,France,Web,7.13,2,1053.822
CMD04900,2024-03-29,Emma Rossi,Jouets,Lego,4,861.27,0.05,Allemagne,App,2.79,1,3272.8259999999996
CMD04901,2024-11-09,Ali Benali,Sport,Ballon,1,486.81,0.2,Maroc,Web,10.67,1,389.44800000000004
CMD04902,2024-03-14,Lucie Martin,Mode,Chaussures,4,1354.72,0.2,Belgique,Web,14.84,2,4335.104
CMD04903,2024-12-09,Carlos Gomez,Électronique,TV 4K,5,557.69,0.1,Belgique,Magasin,0.98,4,2509.6050000000005
CMD04904,2024-09-20,Youssef El Amrani,Beauté,Sérum,3,434.89,0.2,Suisse,Magasin,1.09,3,1043.736
CMD04905,2024-09-23,Youssef El Amrani,Maison,Mixeur,1,277.78,0.25,Suisse,Web,6.58,4,208.33499999999998
CMD04906,2024-04-08,Paolo Bianchi,Jouets,Puzzle,4,422.68,0.2,Allemagne,Magasin,12.89,3,1352.576
CMD04907,2024-12-03,Ali Benali,Jouets,Peluche,1,862.66,0.0,Suisse,App,13.14,5,862.66
CMD04908,2024-04-28,Youssef El Amrani,Maison,Mixeur,2,1313.66,0.15,Suisse,App,0.84,5,2233.222
CMD04909,2024-07-21,Paolo Bianchi,Maison,Ventilateur,3,672.92,0.2,Suisse,Magasin,4.83,1,1615.0079999999998
CMD04910,2024-11-08,Carlos Gomez,Beauté,Parfum,4,33.39,0.2,Maroc,App,4.79,4,106.84800000000001
CMD04911,2024-10-12,Sarah Moreau,Mode,Jean,2,1546.83,0.0,Maroc,App,3.43,1,3093.66
CMD04912,2024-08-11,Lucie Martin,Sport,Chaussures de sport,2,1443.73,0.25,France,App,6.09,4,2165.5950000000003
CMD04913,2024-06-27,Sarah Moreau,Mode,Montre,1,423.74,0.15,Suisse,App,5.94,5,360.179
CMD04914,2024-01-03,Ali Benali,Maison,Lampadaire,1,651.42,0.2,Italie,App,6.32,2,521.136
CMD04915,2024-10-08,Paolo Bianchi,Maison,Aspirateur,4,164.22,0.1,Maroc,Web,7.28,1,591.192
CMD04916,2024-04-23,Paolo Bianchi,Maison,Aspirateur,2,1717.48,0.2,Suisse,App,14.97,3,2747.9680000000003
CMD04917,2024-04-09,Léa Durand,Maison,Lampadaire,3,177.82,0.0,Maroc,App,2.92,2,533.46
CMD04918,2024-01-29,Youssef El Amrani,Beauté,Sérum,2,548.88,0.15,Italie,Web,10.15,3,933.096
CMD04919,2024-10-25,Nina Müller,Beauté,Rouge à lèvres,3,126.08,0.2,Belgique,Magasin,3.15,1,302.59200000000004
CMD04920,2024-04-22,Youssef El Amrani,Électronique,Casque audio,1,767.06,0.3,Belgique,Web,0.93,1,536.9419999999999
CMD04921,2024-09-11,Carlos Gomez,Beauté,Parfum,4,1191.98,0.2,France,Web,10.98,3,3814.3360000000002
CMD04922,2024-09-23,Youssef El Amrani,Mode,Jean,2,988.5,0.25,Belgique,Magasin,5.09,1,1482.75
CMD04923,2024-11-03,Lucie Martin,Maison,Aspirateur,5,1935.18,0.05,Maroc,App,6.0,5,9192.105
CMD04924,2024-01-25,Emma Rossi,Jouets,Voiture téléguidée,1,1264.12,0.3,Belgique,Web,13.52,2,884.8839999999999
CMD04925,2024-12-08,Carlos Gomez,Sport,Chaussures de sport,4,1252.51,0.25,Suisse,Magasin,12.7,3,3757.5299999999997
CMD04926,2024-02-07,Jean Dupont,Mode,Veste,1,1185.92,0.0,Italie,Web,1.66,5,1185.92
CMD04927,2024-03-18,Paolo Bianchi,Beauté,Parfum,3,863.07,0.3,Belgique,Magasin,10.76,3,1812.447
CMD04928,2024-10-07,Lucie Martin,Jouets,Puzzle,4,1309.19,0.2,Belgique,Magasin,11.54,1,4189.408
CMD04929,2024-03-07,Nina Müller,Maison,Mixeur,5,1857.46,0.1,Italie,Magasin,13.7,5,8358.57
CMD04930,2024-09-24,Jean Dupont,Maison,Machine à café,3,647.67,0.05,Italie,Web,12.12,2,1845.8594999999998
CMD04931,2024-02-21,Sarah Moreau,Électronique,Smartphone,3,1276.37,0.1,Italie,Web,13.48,5,3446.1989999999996
CMD04932,2024-01-05,Youssef El Amrani,Sport,Ballon,3,603.25,0.0,Suisse,Web,5.26,4,1809.75
CMD04933,2024-02-27,Emma Rossi,Mode,Montre,3,1644.32,0.0,Allemagne,Web,4.55,5,4932.96
CMD04934,2024-11-09,Léa Durand,Électronique,Tablette,3,1197.88,0.1,Belgique,App,4.08,5,3234.2760000000003
CMD04935,2024-09-28,Emma Rossi,Maison,Mixeur,5,1735.78,0.2,Italie,App,14.84,2,6943.12
CMD04936,2024-11-03,Léa Durand,Beauté,Rouge à lèvres,3,855.84,0.3,Allemagne,Magasin,4.1,2,1797.264
CMD04937,2024-07-16,Jean Dupont,Jouets,Jeu de société,2,1552.67,0.3,Allemagne,App,1.36,1,2173.738
CMD04938,2024-09-09,Jean Dupont,Jouets,Lego,2,458.28,0.1,Allemagne,App,4.47,5,824.904
CMD04939,2024-06-17,Ali Benali,Jouets,Lego,1,94.66,0.05,Italie,Web,1.59,4,89.92699999999999
CMD04940,2024-07-27,Paolo Bianchi,Mode,Sac à main,3,340.86,0.2,Suisse,App,3.43,1,818.0640000000001
CMD04941,2024-01-10,Sarah Moreau,Jouets,Puzzle,3,1160.63,0.05,Suisse,Web,12.01,1,3307.7955
CMD04942,2024-02-14,Ali Benali,Maison,Mixeur,1,1611.58,0.2,Allemagne,App,11.68,5,1289.2640000000001
CMD04943,2024-05-15,Ali Benali,Mode,Montre,3,182.8,0.1,Suisse,Magasin,1.36,4,493.5600000000001
CMD04944,2024-08-04,Carlos Gomez,Électronique,Ordinateur portable,3,1220.68,0.1,Maroc,Web,6.62,1,3295.8360000000002
CMD04945,2024-11-19,Ali Benali,Maison,Aspirateur,2,1919.73,0.1,Italie,Magasin,13.99,3,3455.514
CMD04946,2024-08-18,Carlos Gomez,Sport,Vélo,2,923.54,0.1,Italie,App,9.59,1,1662.372
CMD04947,2024-12-22,Ali Benali,Beauté,Crème visage,1,1675.79,0.1,Belgique,Web,10.45,4,1508.211
CMD04948,2024-08-02,Youssef El Amrani,Sport,Raquette,2,1143.8,0.0,Maroc,Web,4.25,2,2287.6
CMD04949,2024-02-20,Paolo Bianchi,Beauté,Rouge à lèvres,5,870.28,0.0,Allemagne,Web,9.73,2,4351.4
CMD04950,2024-08-22,Nina Müller,Jouets,Jeu de société,5,306.7,0.05,Suisse,Magasin,13.04,4,1456.825
CMD04951,2024-01-28,Carlos Gomez,Maison,Ventilateur,2,1917.73,0.25,Allemagne,App,8.41,3,2876.5950000000003
CMD04952,2024-01-31,Nina Müller,Jouets,Lego,1,48.52,0.2,Italie,Magasin,3.74,1,38.816
CMD04953,2024-09-25,Lucie Martin,Jouets,Voiture téléguidée,2,346.27,0.05,France,Magasin,2.84,4,657.9129999999999
CMD04954,2024-01-06,Paolo Bianchi,Mode,Chaussures,3,618.78,0.3,France,Magasin,7.33,3,1299.4379999999999
CMD04955,2024-07-09,Léa Durand,Sport,Vélo,1,1371.4,0.25,Maroc,App,5.16,2,1028.5500000000002
CMD04956,2024-03-03,Ali Benali,Maison,Mixeur,2,805.56,0.25,Allemagne,App,3.29,2,1208.34
CMD04957,2024-08-10,Jean Dupont,Électronique,Tablette,5,394.68,0.05,Espagne,App,4.8,4,1874.73
CMD04958,2024-08-15,Sarah Moreau,Mode,Jean,1,1048.79,0.25,Maroc,App,6.16,3,786.5925
CMD04959,2024-01-26,Jean Dupont,Électronique,Smartphone,4,1525.86,0.0,Suisse,Web,10.75,3,6103.44
CMD04960,2024-02-11,Paolo Bianchi,Mode,Sac à main,4,776.72,0.15,Allemagne,Web,4.04,3,2640.848
CMD04961,2024-08-13,Youssef El Amrani,Sport,Tapis de course,5,1341.82,0.1,Suisse,Magasin,14.25,1,6038.19
CMD04962,2024-07-23,Lucie Martin,Jouets,Lego,3,666.84,0.3,Espagne,Web,13.54,4,1400.3639999999998
CMD04963,2024-09-04,Paolo Bianchi,Sport,Ballon,5,1469.41,0.05,Belgique,Magasin,8.89,5,6979.6975
CMD04964,2024-01-22,Emma Rossi,Sport,Ballon,3,1435.06,0.05,Belgique,Magasin,6.59,1,4089.9210000000003
CMD04965,2024-06-03,Lucie Martin,Beauté,Rouge à lèvres,5,872.11,0.1,Suisse,Magasin,12.08,3,3924.4950000000003
CMD04966,2024-05-21,Léa Durand,Mode,Veste,5,148.43,0.15,France,Web,9.11,3,630.8275000000001
CMD04967,2024-05-04,Lucie Martin,Maison,Machine à café,2,833.86,0.05,Suisse,App,0.8,5,1584.334
CMD04968,2024-01-16,Carlos Gomez,Jouets,Puzzle,2,753.04,0.25,Suisse,Web,7.58,5,1129.56
CMD04969,2024-05-28,Emma Rossi,Mode,Jean,5,1106.86,0.15,Belgique,Web,8.75,5,4704.154999999999
CMD04970,2024-10-27,Sarah Moreau,Électronique,Ordinateur portable,5,234.46,0.25,Suisse,Magasin,14.73,2,879.2249999999999
CMD04971,2024-12-29,Sarah Moreau,Beauté,Rouge à lèvres,1,1068.62,0.05,France,App,12.98,4,1015.1889999999999
CMD04972,2024-03-17,Paolo Bianchi,Mode,Chaussures,1,984.54,0.3,Espagne,Web,13.05,4,689.1779999999999
CMD04973,2024-06-20,Ali Benali,Sport,Raquette,4,1660.81,0.3,France,Web,1.74,5,4650.267999999999
CMD04974,2024-04-07,Ali Benali,Jouets,Puzzle,2,866.1,0.1,Suisse,App,8.92,1,1558.98
CMD04975,2024-12-11,Paolo Bianchi,Mode,Montre,1,1780.35,0.05,France,Magasin,14.5,4,1691.3324999999998
CMD04976,2024-12-20,Sarah Moreau,Électronique,Ordinateur portable,2,637.35,0.2,Espagne,Web,14.23,4,1019.7600000000001
CMD04977,2024-04-25,Carlos Gomez,Maison,Mixeur,1,1339.27,0.2,Espagne,Web,14.69,4,1071.416
CMD04978,2024-12-07,Ali Benali,Maison,Ventilateur,5,1276.82,0.25,Allemagne,App,13.97,5,4788.075
CMD04979,2024-07-31,Paolo Bianchi,Beauté,Crème visage,2,1779.64,0.2,Belgique,Magasin,6.84,3,2847.4240000000004
CMD04980,2024-10-01,Paolo Bianchi,Mode,Veste,3,353.73,0.15,Belgique,App,6.39,1,902.0115000000001
CMD04981,2024-10-08,Jean Dupont,Mode,Sac à main,3,381.15,0.15,Allemagne,Web,8.12,1,971.9324999999998
CMD04982,2024-12-08,Nina Müller,Sport,Vélo,2,1593.07,0.2,Espagne,App,12.67,4,2548.9120000000003
CMD04983,2024-07-16,Lucie Martin,Mode,Montre,3,430.9,0.15,France,Magasin,0.48,5,1098.7949999999998
CMD04984,2024-12-07,Carlos Gomez,Beauté,Sérum,3,400.42,0.1,Belgique,App,8.7,4,1081.134
CMD04985,2024-12-09,Lucie Martin,Sport,Vélo,5,603.18,0.0,France,App,10.71,5,3015.8999999999996
CMD04986,2024-05-25,Sarah Moreau,Maison,Lampadaire,2,1161.11,0.2,Suisse,App,13.81,3,1857.7759999999998
CMD04987,2024-05-02,Carlos Gomez,Jouets,Jeu de société,2,866.4,0.1,Italie,App,7.0,1,1559.52
CMD04988,2024-09-02,Nina Müller,Électronique,Tablette,5,632.92,0.15,Maroc,App,14.08,1,2689.91
CMD04989,2024-04-11,Emma Rossi,Beauté,Sérum,5,50.26,0.0,Suisse,Web,10.58,3,251.29999999999998
CMD04990,2024-12-23,Léa Durand,Jouets,Lego,5,550.25,0.2,Suisse,App,6.58,1,2201.0
CMD04991,2024-05-31,Youssef El Amrani,Mode,Sac à main,3,1804.31,0.15,Italie,App,1.61,3,4600.9905
CMD04992,2024-07-25,Léa Durand,Électronique,Ordinateur portable,3,1176.27,0.3,Belgique,Web,14.96,3,2470.167
CMD04993,2024-10-13,Ali Benali,Électronique,Smartphone,1,1961.96,0.25,France,App,10.74,1,1471.47
CMD04994,2024-11-06,Ali Benali,Sport,Tapis de course,3,1316.5,0.0,Allemagne,Web,8.46,3,3949.5
CMD04995,2024-08-02,Emma Rossi,Maison,Aspirateur,2,1611.67,0.15,Maroc,Magasin,5.22,2,2739.839
CMD04996,2024-04-05,Carlos Gomez,Sport,Ballon,1,387.09,0.0,Suisse,Magasin,2.88,1,387.09
CMD04997,2024-12-15,Emma Rossi,Beauté,Parfum,1,1234.04,0.15,Belgique,Magasin,13.65,3,1048.934
CMD04998,2024-02-22,Nina Müller,Beauté,Shampoing,1,1959.13,0.25,Maroc,Magasin,7.0,1,1469.3475
CMD04999,2024-01-01,Paolo Bianchi,Sport,Raquette,4,1661.69,0.25,Belgique,App,7.09,4,4985.07
CMD05000,2024-09-26,Carlos Gomez,Maison,Ventilateur,5,193.28,0.05,Maroc,Magasin,6.59,1,918.0799999999999
CMD05001,2024-08-20,Youssef El Amrani,Sport,Raquette,2,905.28,0.05,France,Magasin,5.47,1,1720.032
CMD05002,2024-06-24,Youssef El Amrani,Sport,Raquette,3,1472.97,0.0,France,Magasin,0.44,4,4418.91
CMD05003,2024-08-18,Jean Dupont,Électronique,Smartphone,4,29.35,0.05,Maroc,Web,0.75,2,111.53
CMD05004,2024-06-16,Jean Dupont,Mode,Jean,2,1063.91,0.0,Belgique,App,10.42,2,2127.82
CMD05005,2024-12-10,Nina Müller,Électronique,TV 4K,1,428.56,0.2,Belgique,App,10.31,5,342.848
CMD05006,2024-09-22,Emma Rossi,Mode,Jean,4,1472.88,0.25,Suisse,Web,2.63,5,4418.64
CMD05007,2024-04-24,Léa Durand,Jouets,Puzzle,5,1630.05,0.1,Belgique,Magasin,8.11,2,7335.225
CMD05008,2024-04-29,Youssef El Amrani,Électronique,Smartphone,1,729.62,0.25,Suisse,Magasin,0.19,1,547.215
CMD05009,2024-03-18,Sarah Moreau,Maison,Lampadaire,2,1009.16,0.15,Espagne,App,12.63,5,1715.572
CMD05010,2024-07-19,Jean Dupont,Électronique,Smartphone,2,1283.11,0.15,Italie,Magasin,11.51,1,2181.287
CMD05011,2024-06-22,Carlos Gomez,Sport,Ballon,3,713.13,0.25,France,Web,10.39,3,1604.5425
CMD05012,2024-01-13,Emma Rossi,Beauté,Sérum,2,1939.48,0.05,Allemagne,Web,1.88,2,3685.0119999999997
CMD05013,2024-03-16,Ali Benali,Mode,Veste,4,293.14,0.3,Italie,Web,8.76,3,820.7919999999999
CMD05014,2024-07-09,Paolo Bianchi,Beauté,Rouge à lèvres,4,715.63,0.15,Belgique,Magasin,14.35,3,2433.142
CMD05015,2024-12-15,Emma Rossi,Mode,Sac à main,2,1509.15,0.15,Belgique,App,9.45,3,2565.5550000000003
CMD05016,2024-03-29,Lucie Martin,Mode,Sac à main,1,1903.7,0.2,France,Magasin,14.21,2,1522.96
CMD05017,2024-02-20,Emma Rossi,Mode,Sac à main,1,1418.62,0.25,Italie,Web,2.21,4,1063.965
CMD05018,2024-11-30,Nina Müller,Électronique,TV 4K,2,1325.03,0.15,Italie,App,3.86,4,2252.551
CMD05019,2024-05-19,Youssef El Amrani,Beauté,Rouge à lèvres,1,351.33,0.05,France,Web,7.1,5,333.76349999999996
CMD05020,2024-07-25,Nina Müller,Maison,Machine à café,5,1362.72,0.25,Allemagne,Web,6.62,5,5110.200000000001
CMD05021,2024-02-04,Jean Dupont,Beauté,Shampoing,3,1936.42,0.25,Italie,Magasin,0.31,4,4356.945
CMD05022,2024-10-26,Léa Durand,Jouets,Peluche,4,313.87,0.3,Italie,App,4.39,3,878.836
CMD05023,2024-08-11,Lucie Martin,Maison,Mixeur,3,1520.11,0.25,Espagne,App,6.37,4,3420.2475
CMD05024,2024-12-29,Nina Müller,Jouets,Jeu de société,2,292.31,0.3,Belgique,Magasin,4.63,2,409.234
CMD05025,2024-01-11,Ali Benali,Électronique,TV 4K,5,1959.82,0.3,Maroc,Magasin,13.42,5,6859.37
CMD05026,2024-04-03,Youssef El Amrani,Électronique,Smartphone,3,280.91,0.1,France,App,6.62,2,758.457
CMD05027,2024-08-08,Emma Rossi,Maison,Mixeur,5,1218.92,0.2,Suisse,Web,1.4,5,4875.68
CMD05028,2024-10-01,Jean Dupont,Beauté,Sérum,2,583.47,0.3,Maroc,App,5.89,2,816.858
CMD05029,2024-09-22,Emma Rossi,Jouets,Puzzle,4,1414.89,0.05,Italie,Web,14.89,4,5376.582
CMD05030,2024-09-28,Emma Rossi,Jouets,Jeu de société,3,1238.41,0.2,Italie,Magasin,11.85,4,2972.1840000000007
CMD05031,2024-03-17,Nina Müller,Beauté,Crème visage,4,1494.47,0.2,Belgique,App,0.99,1,4782.304
CMD05032,2024-11-09,Youssef El Amrani,Jouets,Peluche,5,1040.66,0.0,Allemagne,Web,6.93,5,5203.3
CMD05033,2024-07-14,Paolo Bianchi,Mode,Chaussures,5,323.26,0.25,Italie,Magasin,7.79,1,1212.225
CMD05034,2024-06-03,Jean Dupont,Maison,Mixeur,3,948.42,0.15,Allemagne,Web,9.41,2,2418.4709999999995
CMD05035,2024-08-08,Carlos Gomez,Jouets,Voiture téléguidée,2,363.69,0.1,Espagne,Magasin,7.72,2,654.642
CMD05036,2024-01-19,Paolo Bianchi,Électronique,Ordinateur portable,2,1631.79,0.0,Italie,App,13.78,1,3263.58
CMD05037,2024-03-10,Lucie Martin,Mode,Sac à main,3,969.81,0.1,Suisse,Magasin,13.3,3,2618.487
CMD05038,2024-05-26,Lucie Martin,Jouets,Voiture téléguidée,3,831.11,0.1,Allemagne,App,4.49,3,2243.997
CMD05039,2024-05-01,Léa Durand,Beauté,Shampoing,1,612.76,0.3,France,Magasin,8.71,5,428.93199999999996
CMD05040,2024-04-21,Lucie Martin,Mode,Montre,1,108.03,0.2,Allemagne,Web,2.18,2,86.424
CMD05041,2024-09-05,Léa Durand,Beauté,Rouge à lèvres,5,1486.14,0.3,Belgique,App,1.51,3,5201.49
CMD05042,2024-04-19,Paolo Bianchi,Maison,Aspirateur,2,283.75,0.0,Italie,Magasin,2.6,5,567.5
CMD05043,2024-09-19,Youssef El Amrani,Jouets,Lego,2,397.72,0.0,Maroc,Magasin,14.85,5,795.44
CMD05044,2024-04-27,Jean Dupont,Électronique,Tablette,2,1171.95,0.15,Suisse,Web,13.15,5,1992.315
CMD05045,2024-05-07,Jean Dupont,Jouets,Puzzle,1,326.22,0.2,Italie,App,7.5,2,260.97600000000006
CMD05046,2024-12-27,Jean Dupont,Maison,Mixeur,1,270.33,0.3,Allemagne,App,4.14,5,189.23099999999997
CMD05047,2024-06-07,Emma Rossi,Jouets,Puzzle,5,1928.28,0.0,Suisse,Web,11.6,2,9641.4
CMD05048,2024-03-19,Paolo Bianchi,Jouets,Puzzle,2,411.21,0.1,Maroc,Web,14.71,1,740.178
CMD05049,2024-01-16,Lucie Martin,Maison,Machine à café,1,910.17,0.15,Belgique,Web,8.13,5,773.6445
CMD05050,2024-12-16,Youssef El Amrani,Mode,Jean,3,162.63,0.25,Italie,Magasin,4.25,4,365.9175
CMD05051,2024-09-06,Ali Benali,Mode,Sac à main,1,294.57,0.1,Belgique,Magasin,9.72,5,265.113
CMD05052,2024-08-31,Sarah Moreau,Sport,Vélo,3,1912.91,0.25,Suisse,App,11.28,1,4304.047500000001
CMD05053,2024-07-01,Paolo Bianchi,Électronique,Smartphone,1,1677.68,0.1,Allemagne,Magasin,11.07,1,1509.912
CMD05054,2024-12-17,Youssef El Amrani,Jouets,Lego,5,251.29,0.3,France,Web,2.97,1,879.515
CMD05055,2024-12-12,Emma Rossi,Jouets,Jeu de société,1,1682.26,0.0,Maroc,Web,13.04,5,1682.26
CMD05056,2024-06-29,Lucie Martin,Mode,Sac à main,4,144.19,0.2,Maroc,App,7.16,3,461.408
CMD05057,2024-11-30,Jean Dupont,Maison,Ventilateur,2,1028.87,0.25,Espagne,Magasin,12.77,4,1543.3049999999998
CMD05058,2024-12-09,Youssef El Amrani,Mode,Sac à main,1,796.83,0.15,Italie,Web,7.49,2,677.3055
CMD05059,2024-01-10,Sarah Moreau,Électronique,Casque audio,4,1046.98,0.2,Belgique,App,3.64,1,3350.3360000000002
CMD05060,2024-04-03,Sarah Moreau,Maison,Mixeur,4,265.21,0.3,France,Web,6.91,2,742.5879999999999
CMD05061,2024-04-17,Ali Benali,Beauté,Parfum,4,91.27,0.2,France,App,4.5,2,292.064
CMD05062,2024-11-09,Jean Dupont,Mode,Montre,5,673.47,0.05,Suisse,Magasin,14.49,1,3198.9825
CMD05063,2024-08-15,Youssef El Amrani,Maison,Machine à café,5,409.29,0.1,Allemagne,Web,13.05,3,1841.805
CMD05064,2024-08-25,Paolo Bianchi,Mode,Sac à main,1,694.89,0.3,Suisse,Web,12.12,3,486.42299999999994
CMD05065,2024-01-21,Nina Müller,Électronique,TV 4K,1,1931.27,0.15,Espagne,Web,10.3,5,1641.5795
CMD05066,2024-02-28,Youssef El Amrani,Sport,Tapis de course,3,1544.56,0.25,Italie,Web,0.11,3,3475.26
CMD05067,2024-08-26,Lucie Martin,Jouets,Lego,3,1399.56,0.05,Italie,App,3.08,2,3988.746
CMD05068,2024-09-17,Ali Benali,Jouets,Lego,5,1542.94,0.3,Suisse,Web,9.99,1,5400.29
CMD05069,2024-10-25,Lucie Martin,Jouets,Jeu de société,4,1644.6,0.3,France,Web,5.51,4,4604.879999999999
CMD05070,2024-03-14,Youssef El Amrani,Jouets,Lego,3,437.32,0.05,Italie,App,6.79,5,1246.362
CMD05071,2024-01-06,Youssef El Amrani,Beauté,Shampoing,5,1801.35,0.3,Espagne,Web,14.75,5,6304.724999999999
CMD05072,2024-03-29,Emma Rossi,Maison,Mixeur,2,1701.73,0.05,Belgique,App,14.02,2,3233.287
